CustomerID,Recency,TenureDays,Frequency,MonetaryValue,AOV,FutureCLV,FutureCLV_Log,PredictedCLV,Segment
12346.0,235,0,1,77183.6,77183.6,0.0,0.0,9.331303642065139,Mid Value
12347.0,39,237,5,2790.86,22.50693548387097,1519.14,7.326557714862051,839.6557012361113,VIP
12348.0,158,109,3,1487.24,53.11571428571428,310.0,5.739792912179234,206.52231210365096,High Value
12350.0,219,0,1,334.4,19.670588235294115,0.0,0.0,0.8802943991718841,Low Value
12352.0,171,34,5,1561.81,41.10026315789474,944.23,6.851428284123502,320.33696184351345,VIP
12353.0,113,0,1,89.0,22.25,0.0,0.0,1.0658850094192673,Low Value
12354.0,141,0,1,1079.4,18.610344827586207,0.0,0.0,1.077596456550212,Low Value
12355.0,123,0,1,459.4,35.33846153846154,0.0,0.0,4.627775148135638,Mid Value
12356.0,155,80,2,2753.08,48.29964912280702,58.349999999999994,4.083452121055677,60.73027499816504,High Value
12358.0,60,0,1,484.86,40.405,683.2,6.528250272543504,196.9863528536035,High Value
12359.0,99,141,3,3495.73,24.445664335664336,2876.85,7.964798766561594,1489.083166918164,VIP
12360.0,22,88,2,1618.28,21.577066666666667,1043.78,6.9515616159193465,376.6705396037699,VIP
12361.0,196,0,1,189.9,18.990000000000002,0.0,0.0,3.0830379893496165,Mid Value
12362.0,29,175,4,1747.35,16.64142857142857,3478.88,8.154753089415355,1054.568557332457,VIP
12363.0,19,132,2,552.0,24.0,0.0,0.0,64.40787517283255,High Value
12364.0,21,0,1,623.92,18.350588235294115,689.18,6.536952433135974,110.74655755632102,High Value
12365.0,200,0,2,641.38,29.153636363636362,0.0,0.0,1.1247775364268144,Low Value
12370.0,183,85,3,2806.41,20.189999999999998,739.28,6.6070284930095475,95.13652643844651,High Value
12372.0,122,83,2,914.9200000000001,23.45948717948718,383.12,5.950955003769772,123.76626282451889,High Value
12373.0,220,0,1,364.6,26.042857142857144,0.0,0.0,0.6194183748271893,Low Value
12375.0,7,0,1,230.3,20.936363636363637,227.20000000000002,5.430222437427975,70.23203101689971,High Value
12377.0,224,39,2,1628.12,21.144415584415583,0.0,0.0,4.413986570472463,Mid Value
12378.0,39,0,1,4008.62,18.30420091324201,0.0,0.0,2.5906726060564416,Mid Value
12379.0,79,0,1,459.84,22.991999999999997,392.40000000000003,5.974826905954958,126.54814191090998,High Value
12380.0,95,0,1,607.5500000000001,16.87638888888889,2117.26,7.658350275945514,269.91058805836906,High Value
12381.0,29,0,1,1268.74,20.463548387096775,576.57,6.358829647171565,47.04691581255085,Mid Value
12383.0,94,167,5,1850.56,18.69252525252525,0.0,0.0,776.6657445232838,VIP
12384.0,31,0,1,292.69,20.90642857142857,292.58,5.682150174529087,64.57732700910792,High Value
12386.0,247,29,2,401.9,40.19,0.0,0.0,1.3418872253955558,Low Value
12388.0,57,178,4,1668.3400000000001,23.833428571428573,1112.3200000000002,7.015101821183019,498.1376399678689,VIP
12393.0,155,86,3,1061.1000000000001,27.207692307692312,521.5,6.258624983838966,49.85359149916725,Mid Value
12394.0,126,0,1,381.08,18.146666666666665,891.4,6.793914462558377,3.8395311238381478,Mid Value
12395.0,21,258,8,1899.57,19.787187499999998,1119.06,7.021137534282814,458.60407161695923,VIP
12397.0,44,0,1,1214.81,17.35442857142857,1195.09,7.086813182515495,6.309187278140564,Mid Value
12399.0,28,142,4,1108.65,18.790677966101697,0.0,0.0,5.610767582886197,Mid Value
12401.0,212,0,1,84.3,16.86,0.0,0.0,0.45978486726628426,Low Value
12402.0,232,0,1,225.6,20.509090909090908,0.0,0.0,1.0907032398231444,Low Value
12405.0,58,0,1,1710.39,31.67388888888889,0.0,0.0,2.220111150629638,Low Value
12406.0,93,0,1,1621.25,33.08673469387755,1794.05,7.492788155687635,457.9672800640283,VIP
12407.0,43,130,4,1407.3600000000001,21.990000000000002,300.76,5.709631999445093,233.54701688046293,High Value
12408.0,8,161,4,2134.0499999999997,26.024999999999995,754.5,6.627379781712794,493.0858946407719,VIP
12409.0,92,0,1,6207.08,96.985625,4865.59,8.490148765479574,431.098204249848,VIP
12410.0,218,0,2,693.3299999999999,26.666538461538458,0.0,0.0,2.5220825845947132,Low Value
12412.0,47,31,2,890.74,19.794222222222224,336.14,5.820498274352162,234.4486103641684,High Value
12413.0,145,100,2,563.9,20.139285714285712,194.20000000000002,5.274024673978992,21.7686653372714,Mid Value
12414.0,126,93,3,562.41,31.244999999999997,0.0,0.0,31.45627779161483,Mid Value
12415.0,8,238,15,102087.88,170.14646666666667,22826.649999999998,10.035727799490699,24878.763621663926,VIP
12417.0,16,250,7,2816.52,19.03054054054054,832.58,6.725729678388825,886.3412665973767,VIP
12418.0,22,0,1,668.58,19.664117647058823,0.0,0.0,10.275800179900155,Mid Value
12421.0,24,204,3,628.56,17.459999999999997,178.48,5.190063781107782,63.151637041723674,High Value
12422.0,5,229,3,803.5600000000001,20.604102564102565,0.0,0.0,5.537727961717019,Mid Value
12423.0,10,252,7,1650.67,15.283981481481483,208.64000000000001,5.345391773933965,259.44877159373544,High Value
12424.0,72,0,2,1760.96,58.69866666666667,0.0,0.0,26.174241209340963,Mid Value
12426.0,104,0,1,582.73,19.424333333333333,0.0,0.0,2.9678888083948363,Mid Value
12427.0,281,0,1,303.5,30.35,522.3,6.260154913378162,242.7759283513496,High Value
12428.0,29,163,8,7548.12,27.054193548387097,408.34000000000003,6.014546106551303,636.8915890854482,VIP
12429.0,82,193,3,2844.88,40.64114285714286,905.52,6.8096130928307295,274.74333506190675,VIP
12431.0,28,254,11,4874.57,26.349027027027024,1612.88,7.386396496623458,1731.5246445406394,VIP
12432.0,79,1,3,4016.66,52.85078947368421,1042.66,6.950489044902347,38.128329031078074,Mid Value
12433.0,275,7,2,3787.12,25.762721088435374,9588.75,9.168450098715997,1228.3261983781622,VIP
12434.0,169,0,1,286.25,17.890625,519.89,6.255538887024156,168.15411498312372,High Value
12435.0,177,0,1,3978.9900000000002,209.4205263157895,3850.9,8.256321812041056,451.0309415819939,VIP
12436.0,9,0,1,509.01,31.813125,0.0,0.0,1.088704162695537,Low Value
12437.0,7,232,11,2811.41,27.5628431372549,2140.0,7.669028288589683,954.5780282901509,VIP
12438.0,49,0,1,890.0699999999999,18.16469387755102,2016.78,7.609753176140044,421.5266656860048,VIP
12441.0,276,0,1,173.55,15.77727272727273,0.0,0.0,0.8088703430694602,Low Value
12444.0,31,49,2,2627.27,25.021619047619048,2378.19,7.774515372603581,938.2748996487275,VIP
12447.0,152,0,1,476.49,18.326538461538462,0.0,0.0,1.5760756224083794,Low Value
12449.0,1,95,3,2724.58,20.640757575757576,1342.71,7.203189723991054,454.5866414712234,VIP
12450.0,65,17,2,197.88,24.735,0.0,0.0,0.46289940642322963,Low Value
12451.0,127,106,2,5307.82,27.219589743589744,3727.7,8.223814926419575,57.77099141415648,High Value
12453.0,43,0,1,707.09,16.443953488372095,0.0,0.0,2.2711365025917396,Low Value
12455.0,37,169,5,2176.36,30.652957746478876,290.5,5.675040005790547,234.2428470734109,High Value
12456.0,40,123,2,2265.4,26.34186046511628,915.64,6.8207148106602675,81.95519251899778,High Value
12457.0,143,5,3,1067.25,42.69,1295.98,7.167793763997088,246.60502854648743,High Value
12458.0,194,0,1,441.92,23.258947368421055,505.48,6.227484836235871,180.97976761943104,High Value
12461.0,3,60,2,826.88,23.62514285714286,0.0,0.0,105.39657048034934,High Value
12462.0,212,0,1,762.11,19.05275,427.48,6.060244062502807,79.6399061862252,High Value
12463.0,84,66,3,985.79,16.16049180327869,358.99,5.886076253286569,220.37821676308556,High Value
12464.0,15,203,6,780.55,37.16904761904762,431.5,6.069582326371934,296.8440671520235,VIP
12465.0,78,0,1,440.94,16.959230769230768,301.25,5.711254489494902,20.377508928230814,Mid Value
12468.0,97,128,2,729.5400000000001,19.19842105263158,0.0,0.0,2.4715507283511484,Low Value
12471.0,16,257,19,11116.4,42.26768060836502,8707.65,9.072072063574225,6762.33242130967,VIP
12472.0,48,230,5,4927.6,19.78955823293173,1644.51,7.405805645545117,1585.5967263233392,VIP
